CICLO,ID_RAMO,DESC_RAMO,ID_MODALIDAD,DESC_MODALIDAD,EJERCIDO_MPD
2008,1,Poder Legislativo,K,Proyectos de inversión,907.881877
2008,1,Poder Legislativo,R,Otras actividades relevantes,8410.581086
2008,2,Presidencia de la República,K,Proyectos de inversión,0
2008,2,Presidencia de la República,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,67.898626
2008,2,Presidencia de la República,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,11.239789
2008,2,Presidencia de la República,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",2092.610021
2008,3,Poder Judicial,R,Otras actividades relevantes,29977.812395
2008,4,Gobernación,E,Prestación de servicios públicos,4328.088586
2008,4,Gobernación,K,Proyectos de inversión,437.529527
2008,4,Gobernación,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,499.72764
2008,4,Gobernación,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,35.748255
2008,4,Gobernación,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1175.313006
2008,4,Gobernación,R,Otras actividades relevantes,772.698994
2008,5,Relaciones Exteriores,E,Prestación de servicios públicos,1356.098244
2008,5,Relaciones Exteriores,K,Proyectos de inversión,138.3777
2008,5,Relaciones Exteriores,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,760.514134
2008,5,Relaciones Exteriores,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,17.833845
2008,5,Relaciones Exteriores,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",3624.283735
2008,5,Relaciones Exteriores,R,Otras actividades relevantes,1586.473312
2008,6,Hacienda y Crédito Público,B,Producción de bienes públicos,154.25056
2008,6,Hacienda y Crédito Público,E,Prestación de servicios públicos,1729.937369
2008,6,Hacienda y Crédito Público,F,Actividades de promoción y fomento,5541.831594
2008,6,Hacienda y Crédito Público,G,Regulación y supervisión,4201.908838
2008,6,Hacienda y Crédito Público,K,Proyectos de inversión,48.817585
2008,6,Hacienda y Crédito Público,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,7033.530182
2008,6,Hacienda y Crédito Público,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,340.62412
2008,6,Hacienda y Crédito Público,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",15403.758223
2008,6,Hacienda y Crédito Público,R,Otras actividades relevantes,2070.254146
2008,6,Hacienda y Crédito Público,S,Programas sujetos a reglas de operación,12280.124667
2008,6,Hacienda y Crédito Público,U,Otros programas de subsidios,38.638521
2008,7,Defensa Nacional,K,Proyectos de inversión,351.825646
2008,7,Defensa Nacional,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,3493.243838
2008,7,Defensa Nacional,R,Otras actividades relevantes,33277.35887
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de servicios públicos,2852.438088
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",K,Proyectos de inversión,326.236609
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,3921.202135
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,59.270131
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",R,Otras actividades relevantes,4968.734262
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Programas sujetos a reglas de operación,50363.045705
2008,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",U,Otros programas de subsidios,1620.609748
2008,9,Comunicaciones y Transportes,E,Prestación de servicios públicos,16381.617749
2008,9,Comunicaciones y Transportes,G,Regulación y supervisión,3029.006032
2008,9,Comunicaciones y Transportes,K,Proyectos de inversión,24126.843214
2008,9,Comunicaciones y Transportes,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,2353.003384
2008,9,Comunicaciones y Transportes,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,86.397466
2008,9,Comunicaciones y Transportes,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",319.352921
2008,9,Comunicaciones y Transportes,R,Otras actividades relevantes,1277.138383
2008,9,Comunicaciones y Transportes,S,Programas sujetos a reglas de operación,994.828061
2008,10,Economía,B,Producción de bienes públicos,209.579503
2008,10,Economía,E,Prestación de servicios públicos,1059.720198
2008,10,Economía,F,Actividades de promoción y fomento,663.310632
2008,10,Economía,G,Regulación y supervisión,410.020147
2008,10,Economía,K,Proyectos de inversión,1094.330795
2008,10,Economía,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,420.30973
2008,10,Economía,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,87.83778
2008,10,Economía,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",2160.806545
2008,10,Economía,S,Programas sujetos a reglas de operación,8826.893184
2008,10,Economía,U,Otros programas de subsidios,2452.135857
2008,11,Educación Pública,B,Producción de bienes públicos,2234.565102
2008,11,Educación Pública,E,Prestación de servicios públicos,89687.710123
2008,11,Educación Pública,G,Regulación y supervisión,1140.305414
2008,11,Educación Pública,K,Proyectos de inversión,805.134286
2008,11,Educación Pública,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,6200.722
2008,11,Educación Pública,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,491.557789
2008,11,Educación Pública,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",9782.336888
2008,11,Educación Pública,R,Otras actividades relevantes,2024.073286
2008,11,Educación Pública,S,Programas sujetos a reglas de operación,30188.052179
2008,11,Educación Pública,U,Otros programas de subsidios,45824.284054
2008,12,Salud,B,Producción de bienes públicos,4618.681079
2008,12,Salud,E,Prestación de servicios públicos,26818.65602
2008,12,Salud,G,Regulación y supervisión,579.13276
2008,12,Salud,K,Proyectos de inversión,448.996214
2008,12,Salud,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,4424.58923
2008,12,Salud,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,93.746881
2008,12,Salud,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1072.549206
2008,12,Salud,S,Programas sujetos a reglas de operación,6771.490313
2008,12,Salud,U,Otros programas de subsidios,24915.62856
2008,13,Marina,K,Proyectos de inversión,376.283561
2008,13,Marina,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,855.473682
2008,13,Marina,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",521.317298
2008,13,Marina,R,Otras actividades relevantes,13402.132782
2008,14,Trabajo y Previsión Social,E,Prestación de servicios públicos,1503.590139
2008,14,Trabajo y Previsión Social,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,316.206913
2008,14,Trabajo y Previsión Social,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,23.645139
2008,14,Trabajo y Previsión Social,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",234.635218
2008,14,Trabajo y Previsión Social,S,Programas sujetos a reglas de operación,1861.467867
2008,14,Trabajo y Previsión Social,U,Otros programas de subsidios,19.820715
2008,15,Reforma Agraria,E,Prestación de servicios públicos,1125.437031
2008,15,Reforma Agraria,G,Regulación y supervisión,21.236989
2008,15,Reforma Agraria,L,Obligaciones de cumplimiento de resolución jurisdiccional,111.893936
2008,15,Reforma Agraria,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,209.754544
2008,15,Reforma Agraria,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,44.237753
2008,15,Reforma Agraria,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",669.007873
2008,15,Reforma Agraria,R,Otras actividades relevantes,689.151156
2008,15,Reforma Agraria,S,Programas sujetos a reglas de operación,2181.560078
2008,16,Medio Ambiente y Recursos Naturales,E,Prestación de servicios públicos,2828.539082
2008,16,Medio Ambiente y Recursos Naturales,G,Regulación y supervisión,4876.754733
2008,16,Medio Ambiente y Recursos Naturales,K,Proyectos de inversión,3738.743671
2008,16,Medio Ambiente y Recursos Naturales,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,3372.111853
2008,16,Medio Ambiente y Recursos Naturales,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,175.198074
2008,16,Medio Ambiente y Recursos Naturales,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",616.736008
2008,16,Medio Ambiente y Recursos Naturales,R,Otras actividades relevantes,3512.208855
2008,16,Medio Ambiente y Recursos Naturales,S,Programas sujetos a reglas de operación,14147.040516
2008,16,Medio Ambiente y Recursos Naturales,U,Otros programas de subsidios,5702.298353
2008,17,Procuraduría General de la República,E,Prestación de servicios públicos,7898.281003
2008,17,Procuraduría General de la República,K,Proyectos de inversión,88.50036
2008,17,Procuraduría General de la República,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,857.815529
2008,17,Procuraduría General de la República,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,105.572302
2008,18,Energía,E,Prestación de servicios públicos,43771.47415
2008,18,Energía,G,Regulación y supervisión,236.709277
2008,18,Energía,K,Proyectos de inversión,32619.9442
2008,18,Energía,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,2489.911119
2008,18,Energía,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,23.14799
2008,18,Energía,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1952.930276
2008,18,Energía,R,Otras actividades relevantes,23.638659
2008,19,Aportaciones a Seguridad Social,J,Pensiones y jubilaciones,386275.259482
2008,19,Aportaciones a Seguridad Social,R,Otras actividades relevantes,12855.273999
2008,19,Aportaciones a Seguridad Social,S,Programas sujetos a reglas de operación,5883.964401
2008,19,Aportaciones a Seguridad Social,T,Aportaciones estatutarias,48869.86009
2008,20,Desarrollo Social,E,Prestación de servicios públicos,202.178572
2008,20,Desarrollo Social,K,Proyectos de inversión,14.145655
2008,20,Desarrollo Social,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1094.199745
2008,20,Desarrollo Social,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,41.05052
2008,20,Desarrollo Social,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1154.188462
2008,20,Desarrollo Social,R,Otras actividades relevantes,111.404447
2008,20,Desarrollo Social,S,Programas sujetos a reglas de operación,50627.490943
2008,20,Desarrollo Social,U,Otros programas de subsidios,881.870879
2008,21,Turismo,E,Prestación de servicios públicos,347.084046
2008,21,Turismo,F,Actividades de promoción y fomento,1889.165012
2008,21,Turismo,G,Regulación y supervisión,11.881442
2008,21,Turismo,I,Gasto federalizado,1084.509872
2008,21,Turismo,K,Proyectos de inversión,1067.099238
2008,21,Turismo,L,Obligaciones de cumplimiento de resolución jurisdiccional,0.119607
2008,21,Turismo,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,111.919026
2008,21,Turismo,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,24.365179
2008,21,Turismo,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",296.165262
2008,21,Turismo,R,Otras actividades relevantes,32.71824
2008,22,Instituto Federal Electoral,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1161.623341
2008,22,Instituto Federal Electoral,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,85.219175
2008,22,Instituto Federal Electoral,R,Otras actividades relevantes,7356.517012
2008,23,Provisiones Salariales y Económicas,R,Otras actividades relevantes,251058.077646
2008,24,Deuda Pública,D,Deuda pública y erogaciones para los Programas de Apoyo a Ahorradores y Deudores de la Banca,190732.26005
2008,25,"Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",E,Prestación de servicios públicos,23187.028328
2008,25,"Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",I,Gasto federalizado,0
2008,25,"Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",K,Proyectos de inversión,110
2008,25,"Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,0
2008,25,"Previsiones y Aportaciones para los Sistemas de Educación Básica, Normal, Tecnológica y de Adultos",U,Otros programas de subsidios,165.062036
2008,27,Función Pública,K,Proyectos de inversión,17.89551
2008,27,Función Pública,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1101.459805
2008,27,Función Pública,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,1364.842662
2008,28,Participaciones a Entidades Federativas y Municipios,C,Participaciones a entidades federativas y municipios,423454.868318
2008,30,Adeudos de Ejercicios Fiscales Anteriores,H,ADEFAS,15084.482255
2008,31,Tribunales Agrarios,E,Prestación de servicios públicos,758.046014
2008,31,Tribunales Agrarios,K,Proyectos de inversión,14.006823
2008,31,Tribunales Agrarios,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,69.996747
2008,31,Tribunales Agrarios,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,1.574883
2008,32,Tribunal Federal de Justicia Fiscal y Administrativa,E,Prestación de servicios públicos,1249.871732
2008,32,Tribunal Federal de Justicia Fiscal y Administrativa,K,Proyectos de inversión,55.347677
2008,32,Tribunal Federal de Justicia Fiscal y Administrativa,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,54.567296
2008,33,Aportaciones Federales para Entidades Federativas y Municipios,I,Gasto federalizado,396679.343398
2008,34,Erogaciones para los Programas de Apoyo a Ahorradores y Deudores de la Banca,D,Deuda pública y erogaciones para los Programas de Apoyo a Ahorradores y Deudores de la Banca,30042.625738
2008,35,Comisión Nacional de los Derechos Humanos,E,Prestación de servicios públicos,520.80348
2008,35,Comisión Nacional de los Derechos Humanos,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,294.467801
2008,35,Comisión Nacional de los Derechos Humanos,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,24.322129
2008,35,Comisión Nacional de los Derechos Humanos,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",11.40374
2008,35,Comisión Nacional de los Derechos Humanos,R,Otras actividades relevantes,22.647129
2008,36,Seguridad Pública,E,Prestación de servicios públicos,15441.485431
2008,36,Seguridad Pública,K,Proyectos de inversión,95.665061
2008,36,Seguridad Pública,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,962.012992
2008,36,Seguridad Pública,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,91.26594
2008,36,Seguridad Pública,R,Otras actividades relevantes,4549.859703
2008,37,Consejería Jurídica del Ejecutivo Federal,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,5.76178
2008,37,Consejería Jurídica del Ejecutivo Federal,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,3.217467
2008,37,Consejería Jurídica del Ejecutivo Federal,R,Otras actividades relevantes,435.266359
2008,38,Consejo Nacional de Ciencia y Tecnología,E,Prestación de servicios públicos,4111.307875
2008,38,Consejo Nacional de Ciencia y Tecnología,K,Proyectos de inversión,200.893517
2008,38,Consejo Nacional de Ciencia y Tecnología,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,388.440395
2008,38,Consejo Nacional de Ciencia y Tecnología,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,36.299635
2008,38,Consejo Nacional de Ciencia y Tecnología,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",152.381363
2008,38,Consejo Nacional de Ciencia y Tecnología,S,Programas sujetos a reglas de operación,6796.49231
2008,38,Consejo Nacional de Ciencia y Tecnología,U,Otros programas de subsidios,86.62282
2008,40,Información Nacional Estadística y Geográfica,K,Proyectos de inversión,1.996153
2008,40,Información Nacional Estadística y Geográfica,M,Actividades de apoyo al proceso presupuestario y para mejorar la eficiencia institucional,130.718198
2008,40,Información Nacional Estadística y Geográfica,O,Actividades de apoyo a la función pública y al mejoramiento de la gestión,20.925229
2008,40,Información Nacional Estadística y Geográfica,P,"Planeación, formulación, implementación, seguimiento y evaluación de políticas públicas",1815.934233
2008,40,Información Nacional Estadística y Geográfica,R,Otras actividades relevantes,252.905539
2009,1,Poder Legislativo,K,Proyectos de Inversión,424.56427
2009,1,Poder Legislativo,R,Específicos,9134.861174
2009,2,Presidencia de la República,K,Proyectos de Inversión,0
2009,2,Presidencia de la República,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,77.689085
2009,2,Presidencia de la República,O,Apoyo a la función pública y al mejoramiento de la gestión,12.721691999999999
2009,2,Presidencia de la República,P,"Planeación, seguimiento y evaluación de políticas públicas",2425.18736
2009,3,Poder Judicial,R,Específicos,31380.018211
2009,4,Gobernación,E,Prestación de Servicios Públicos,5342.151385
2009,4,Gobernación,K,Proyectos de Inversión,698.233625
2009,4,Gobernación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,524.852788
2009,4,Gobernación,N,Desastres Naturales,346.118061
2009,4,Gobernación,O,Apoyo a la función pública y al mejoramiento de la gestión,37.810961
2009,4,Gobernación,P,"Planeación, seguimiento y evaluación de políticas públicas",1069.095375
2009,4,Gobernación,R,Específicos,700
2009,4,Gobernación,U,Otros Subsidios,104.161409
2009,5,Relaciones Exteriores,E,Prestación de Servicios Públicos,1798.744962
2009,5,Relaciones Exteriores,K,Proyectos de Inversión,165.109471
2009,5,Relaciones Exteriores,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,857.028975
2009,5,Relaciones Exteriores,O,Apoyo a la función pública y al mejoramiento de la gestión,17.940121
2009,5,Relaciones Exteriores,P,"Planeación, seguimiento y evaluación de políticas públicas",3859.180414
2009,5,Relaciones Exteriores,R,Específicos,990.534877
2009,6,Hacienda y Crédito Público,B,Provisión de Bienes Públicos,147.700533
2009,6,Hacienda y Crédito Público,E,Prestación de Servicios Públicos,12736.587246
2009,6,Hacienda y Crédito Público,F,Promoción y fomento,3656.159544
2009,6,Hacienda y Crédito Público,G,Regulación y supervisión,4535.166271
2009,6,Hacienda y Crédito Público,K,Proyectos de Inversión,28.934719
2009,6,Hacienda y Crédito Público,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,3834.639239
2009,6,Hacienda y Crédito Público,O,Apoyo a la función pública y al mejoramiento de la gestión,330.265499
2009,6,Hacienda y Crédito Público,P,"Planeación, seguimiento y evaluación de políticas públicas",4005.177868
2009,6,Hacienda y Crédito Público,R,Específicos,3297.023308
2009,6,Hacienda y Crédito Público,S,Sujetos a Reglas de Operación,11067.46886
2009,6,Hacienda y Crédito Público,U,Otros Subsidios,132.114877
2009,7,Defensa Nacional,A,Funciones de las Fuerzas Armadas,40601.889205
2009,7,Defensa Nacional,K,Proyectos de Inversión,443.106894
2009,7,Defensa Nacional,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,3835.518334
2009,7,Defensa Nacional,R,Específicos,75.586595
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",E,Prestación de Servicios Públicos,3524.184771
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",F,Promoción y fomento,10.252048
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",G,Regulación y supervisión,1690.651887
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",K,Proyectos de Inversión,327.462135
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",L,Obligaciones de cumplimiento de resolución jurisdiccional,1202.85297
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,2831.56386
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",O,Apoyo a la función pública y al mejoramiento de la gestión,65.796829
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",P,"Planeación, seguimiento y evaluación de políticas públicas",2911.049106
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",R,Específicos,360.593669
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",S,Sujetos a Reglas de Operación,53343.328261
2009,8,"Agricultura, Ganadería, Desarrollo Rural, Pesca y Alimentación",U,Otros Subsidios,1785.68702
2009,9,Comunicaciones y Transportes,E,Prestación de Servicios Públicos,6008.681568
2009,9,Comunicaciones y Transportes,G,Regulación y supervisión,8645.777119
2009,9,Comunicaciones y Transportes,K,Proyectos de Inversión,44556.617638
2009,9,Comunicaciones y Transportes,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,2019.35328
2009,9,Comunicaciones y Transportes,O,Apoyo a la función pública y al mejoramiento de la gestión,92.430138
2009,9,Comunicaciones y Transportes,P,"Planeación, seguimiento y evaluación de políticas públicas",864.707216
2009,9,Comunicaciones y Transportes,R,Específicos,24.99522
2009,9,Comunicaciones y Transportes,S,Sujetos a Reglas de Operación,1260.558513
2009,9,Comunicaciones y Transportes,U,Otros Subsidios,12.894362
2009,10,Economía,B,Provisión de Bienes Públicos,293.45134
2009,10,Economía,E,Prestación de Servicios Públicos,883.158377
2009,10,Economía,F,Promoción y fomento,873.211408
2009,10,Economía,G,Regulación y supervisión,475.814049
2009,10,Economía,K,Proyectos de Inversión,1051.869609
2009,10,Economía,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,568.79674
2009,10,Economía,O,Apoyo a la función pública y al mejoramiento de la gestión,92.791311
2009,10,Economía,P,"Planeación, seguimiento y evaluación de políticas públicas",1484.039143
2009,10,Economía,R,Específicos,62.63357
2009,10,Economía,S,Sujetos a Reglas de Operación,9388.475735
2009,10,Economía,U,Otros Subsidios,3210.131983
2009,11,Educación Pública,B,Provisión de Bienes Públicos,2944.195118
2009,11,Educación Pública,E,Prestación de Servicios Públicos,87651.468985
2009,11,Educación Pública,G,Regulación y supervisión,1256.125828
2009,11,Educación Pública,K,Proyectos de Inversión,1407.796955
2009,11,Educación Pública,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,7782.495285
2009,11,Educación Pública,O,Apoyo a la función pública y al mejoramiento de la gestión,485.983329
2009,11,Educación Pública,P,"Planeación, seguimiento y evaluación de políticas públicas",1496.723384
2009,11,Educación Pública,R,Específicos,1863.362647
2009,11,Educación Pública,S,Sujetos a Reglas de Operación,34154.610801
2009,11,Educación Pública,U,Otros Subsidios,69714.775655
2009,12,Salud,E,Prestación de Servicios Públicos,18744.79849
2009,12,Salud,G,Regulación y supervisión,791.600117
2009,12,Salud,K,Proyectos de Inversión,1086.777797
2009,12,Salud,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,3029.483246
2009,12,Salud,O,Apoyo a la función pública y al mejoramiento de la gestión,105.624809
2009,12,Salud,P,"Planeación, seguimiento y evaluación de políticas públicas",2845.885412
2009,12,Salud,R,Específicos,240.357771
2009,12,Salud,S,Sujetos a Reglas de Operación,7938.102607
2009,12,Salud,U,Otros Subsidios,46176.625711
2009,13,Marina,A,Funciones de las Fuerzas Armadas,14810.485711
2009,13,Marina,K,Proyectos de Inversión,742.523929
2009,13,Marina,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,751.546476
2009,13,Marina,R,Específicos,17.445688
2009,14,Trabajo y Previsión Social,E,Prestación de Servicios Públicos,1297.025323
2009,14,Trabajo y Previsión Social,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,422.34317
2009,14,Trabajo y Previsión Social,O,Apoyo a la función pública y al mejoramiento de la gestión,26.606096
2009,14,Trabajo y Previsión Social,P,"Planeación, seguimiento y evaluación de políticas públicas",475.729286
2009,14,Trabajo y Previsión Social,S,Sujetos a Reglas de Operación,1444.516972
2009,14,Trabajo y Previsión Social,U,Otros Subsidios,326.429318
2009,15,Reforma Agraria,E,Prestación de Servicios Públicos,1746.858515
2009,15,Reforma Agraria,F,Promoción y fomento,430.082381
2009,15,Reforma Agraria,G,Regulación y supervisión,33.116303
2009,15,Reforma Agraria,L,Obligaciones de cumplimiento de resolución jurisdiccional,136.096536
2009,15,Reforma Agraria,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,250.849167
2009,15,Reforma Agraria,O,Apoyo a la función pública y al mejoramiento de la gestión,42.647763
2009,15,Reforma Agraria,P,"Planeación, seguimiento y evaluación de políticas públicas",682.918422
2009,15,Reforma Agraria,S,Sujetos a Reglas de Operación,1911.835403
2009,16,Medio Ambiente y Recursos Naturales,E,Prestación de Servicios Públicos,7196.925351
2009,16,Medio Ambiente y Recursos Naturales,G,Regulación y supervisión,7281.526857
2009,16,Medio Ambiente y Recursos Naturales,K,Proyectos de Inversión,7130.999779
2009,16,Medio Ambiente y Recursos Naturales,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,2505.81016
2009,16,Medio Ambiente y Recursos Naturales,O,Apoyo a la función pública y al mejoramiento de la gestión,172.958117
2009,16,Medio Ambiente y Recursos Naturales,P,"Planeación, seguimiento y evaluación de políticas públicas",442.990621
2009,16,Medio Ambiente y Recursos Naturales,R,Específicos,364.666327
2009,16,Medio Ambiente y Recursos Naturales,S,Sujetos a Reglas de Operación,14745.769176
2009,16,Medio Ambiente y Recursos Naturales,U,Otros Subsidios,5279.451159
2009,17,Procuraduría General de la República,E,Prestación de Servicios Públicos,8838.795281
2009,17,Procuraduría General de la República,K,Proyectos de Inversión,148.727989
2009,17,Procuraduría General de la República,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1757.190518
2009,17,Procuraduría General de la República,O,Apoyo a la función pública y al mejoramiento de la gestión,88.693577
2009,18,Energía,E,Prestación de Servicios Públicos,51292.09422
2009,18,Energía,F,Promoción y fomento,47.258695
2009,18,Energía,G,Regulación y supervisión,229.305374
2009,18,Energía,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,111.688541
2009,18,Energía,O,Apoyo a la función pública y al mejoramiento de la gestión,24.818297
2009,18,Energía,P,"Planeación, seguimiento y evaluación de políticas públicas",2151.384947
2009,18,Energía,R,Específicos,12338.802616
2009,19,Aportaciones a Seguridad Social,J,Pensiones y jubilaciones,195876.460688
2009,19,Aportaciones a Seguridad Social,R,Específicos,13539.636459
2009,19,Aportaciones a Seguridad Social,S,Sujetos a Reglas de Operación,6974.888732
2009,19,Aportaciones a Seguridad Social,T,Aportaciones a la seguridad social,64589.557577
2009,19,Aportaciones a Seguridad Social,U,Otros Subsidios,192.135913
2009,20,Desarrollo Social,B,Provisión de Bienes Públicos,1250
2009,20,Desarrollo Social,E,Prestación de Servicios Públicos,201.815043
2009,20,Desarrollo Social,F,Promoción y fomento,38.348168
2009,20,Desarrollo Social,K,Proyectos de Inversión,9.944797
2009,20,Desarrollo Social,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,1201.685629
2009,20,Desarrollo Social,O,Apoyo a la función pública y al mejoramiento de la gestión,52.887064
2009,20,Desarrollo Social,P,"Planeación, seguimiento y evaluación de políticas públicas",1073.321528
2009,20,Desarrollo Social,R,Específicos,784.803292
2009,20,Desarrollo Social,S,Sujetos a Reglas de Operación,59350.896605
2009,20,Desarrollo Social,U,Otros Subsidios,36.928761
2009,21,Turismo,E,Prestación de Servicios Públicos,391.968941
2009,21,Turismo,F,Promoción y fomento,2982.997184
2009,21,Turismo,G,Regulación y supervisión,13.104198
2009,21,Turismo,I,Gasto Federalizado,1238.422
2009,21,Turismo,K,Proyectos de Inversión,1184.405169
