CICLO,ID_RAMO,DESC_RAMO,ID_MODALIDAD,DESC_MODALIDAD,EJERCIDO_MPD
2016,41,Comisión Federal de Competencia Económica,G,Regulación y supervisión,415.63731773
2016,41,Comisión Federal de Competencia Económica,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,55.341875380000005
2016,41,Comisión Federal de Competencia Económica,O,Apoyo a la función pública y al mejoramiento de la gestión,10.73840472
2016,42,Instituto Nacional para la Evaluación de la Educación,E,Prestación de Servicios Públicos,293.19222664
2016,42,Instituto Nacional para la Evaluación de la Educación,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,320.44385501
2016,42,Instituto Nacional para la Evaluación de la Educación,O,Apoyo a la función pública y al mejoramiento de la gestión,26.74688186
2016,42,Instituto Nacional para la Evaluación de la Educación,P,"Planeación, seguimiento y evaluación de políticas públicas",353.57954001
2016,43,Instituto Federal de Telecomunicaciones,G,Regulación y supervisión,1366.6523228800002
2016,43,Instituto Federal de Telecomunicaciones,M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,634.19531461
2016,43,Instituto Federal de Telecomunicaciones,O,Apoyo a la función pública y al mejoramiento de la gestión,21.85496161
2016,44,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",E,Prestación de Servicios Públicos,762.95112178
2016,44,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",K,Proyectos de Inversión,55.7258656
2016,44,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",M,Apoyo al proceso presupuestario y para mejorar la eficiencia institucional,93.02720009999999
